Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
61420.0,1.1932343928353,0.192236900310634,0.410406831134143,0.712207251751004,-0.587457052798121,-1.34055529096524,0.254350581574672,-0.230846040269384,0.006656911660564,-0.0488438197184937,-0.0354536946263887,-0.0494821664579928,-0.87843218169239,0.619455175027433,1.00370150961481,0.162286028978084,-0.171066902892154,-0.863124260595943,-0.0590534495833157,-0.12274497842297,-0.471567059196052,-1.525994146824,0.289018943179238,0.641973715184889,0.0119529809917336,-0.14882306673134,-0.0536538183597628,0.0243165903401373,30.09,0
72735.0,1.1261997931232,0.091070174048274,0.504603421603782,1.48908118602936,-0.438088045108513,-0.397005891282534,-0.0097643769873087,0.0415423585940016,0.47951150059801,-0.0876091931980653,-0.483695228456946,-0.106658926428579,-1.5858245885905,0.365436204340531,0.0366812085726635,-0.751480860253221,0.462144942585918,-0.911246773541671,-0.483407276543457,-0.275020767126171,-0.0919059067340955,-0.114996327077368,-0.0115796607101354,0.383077668994015,0.569649530729893,-0.329121464092272,0.0297289267322756,0.0176562285365087,15.96,0
70763.0,-1.0287636749181,0.876654684699781,0.774501937390573,-0.792080092344153,0.0612501934096042,-0.507228441771914,1.30214621767943,-0.481325596593175,-0.172492187620967,0.550762656129107,1.19474935950029,0.195255538809575,-0.512865699805039,0.124250293159227,0.125944137902101,0.246144695177885,-0.699916532110188,-0.269199325838347,0.848123199505799,-0.0978500033005256,-0.443123084077448,-1.1213309673237,0.133384278978524,0.0075414321393166,-0.312768581717425,0.523609689925599,-0.608834880907073,-0.136493341913606,79.9,0
34564.0,1.03525786197749,0.281099297967781,1.13143818842364,2.47857345484706,-0.405893172168009,0.213863968455327,-0.290705382733204,0.155243332317474,-0.443221314359929,0.58536093639227,-0.323565271402075,0.0132829264045174,0.118093005081237,0.0951286785337242,1.07067188442696,0.748367232907514,-0.501858553049791,-0.529459301627607,-1.49904981323956,-0.0888585768579474,-0.0257171103045613,-0.182892099375635,0.0958710639734134,0.0477739852200851,0.112564574471238,-0.121976572968884,0.0269525527110787,0.0396656163926428,44.07,0
68338.0,-0.483154512224624,-0.016122597789639,1.97967775062307,-1.07906822400409,-0.107174858692676,0.609597644729351,-0.539064415822207,0.321502282897342,-1.66904575866722,0.44020862040698,0.943855685810496,-0.320477515539865,0.573430477512288,-0.219430368903881,0.969791160860192,1.01894252817471,0.263293443128199,-0.680967564760202,1.87796567275507,0.373368962265807,0.184584713413312,0.39067257394328,-0.258331828358597,-0.794635680072825,0.0716848432264574,-0.0901761514007502,0.100443922885375,0.0652818864659975,5.57,0
75046.0,1.0640588322156,-1.71476857211198,0.592918768885625,-1.23587097975677,-2.02299756301457,-0.662333565158353,-0.965495644533842,-0.0513658503118644,-1.92125595123844,1.51347528553425,1.32751596028812,-0.482276356378001,-0.315553104015732,0.0242823498237903,0.146656677448725,0.0094388669208414,0.298592792662867,0.477665373719345,-0.084827547975089,0.0324286323403339,-0.193143203449827,-0.725771350632401,0.0275817472167365,0.466530934362526,-0.0241741026393642,-0.458330438446563,-0.0025972393927694,0.0543023839735589,210.0,0
159334.0,-0.752207746479457,1.05392509214495,0.579801477295653,-0.896408645881865,0.0631450988258778,-0.452595338527634,0.22010694704568,0.495093080530375,0.271252590531799,-1.81837485011693,-1.49919554265083,-0.583259399966079,-0.601407980880678,-0.973667283115497,0.494901032691125,0.939199025477136,0.338194266647952,0.777025076139284,0.0114245033533534,-0.179313237975789,-0.206925300287905,-0.717093861561222,-0.0963479228108265,-0.805178987313942,-0.230392930981105,-0.23118794546597,-0.002609842372696,0.0942864693213144,20.11,0
162731.0,1.96326779723664,-0.367598604489582,-0.377883985347533,0.264985653031835,-0.501291604974459,-0.169000354912465,-0.602709471200512,0.123071639214675,1.0922012901115,0.0102240651305692,0.588395861889048,0.951886558494504,-0.272172694097546,0.212081375945027,0.0580238325888562,0.440299756937789,-0.83669120838721,0.357777677028905,0.269171324690213,-0.242501391269073,-0.150513166930229,-0.313773296598535,0.334177186077601,-0.449613535902408,-0.439624549004455,-0.614644803956487,0.0327364005196372,-0.0461599039295478,2.95,0
162020.0,-0.795446180250773,0.559693966514676,0.0148819360599153,-0.802204697701274,1.85175709307034,0.5887969214786,0.848609342551662,0.312285468958257,-0.667931997590908,-1.32642059855548,1.62033996613398,0.673382793613409,0.11150053070956,-0.590733904490727,0.639242725189701,-0.51590344236208,0.862201278481444,-0.199445663238859,-1.24063839817086,0.0163136666572027,0.43850606232472,1.2641724998126,-0.273053509770419,-1.40368579574359,0.150812869028184,-0.0066918951968847,0.143388571522851,0.13829870168795,48.0,0
63231.0,1.19766360770062,0.349373138921978,-1.14424714214251,1.72420453207181,2.39577295557572,3.93379824830006,-0.573781952517387,0.983432569239363,-0.368271295337261,0.120675713806929,-0.459566465258011,-0.23201109631081,-0.258713588585223,-1.1673570407047,-0.590750917320511,0.784758044141942,0.22301077660225,0.420998317688641,-0.412453661453456,-0.0150142514233394,-0.193127125310802,-0.513548006770143,-0.135258552808187,0.91989321294354,0.783181709352103,0.0932298175535269,0.0236751173714776,0.0387720709003916,7.58,0
